num         cl.         date        h.          lat.        lon.      
-           -           yyyy/mm/dd  hh:mm       deg.        deg.      
0133697     2           2013/12/27  12:32       -46.431       51.873  
0133697     2           2013/12/27  14:09       -46.433       51.864  
0133697     B           2013/12/27  16:03       -46.439       51.858  
0133697     3           2013/12/27  22:04       -46.432       51.858  
0133697     1           2013/12/27  23:58       -46.436       51.871  
0133697     3           2014/01/02  21:00       -47.396       52.143  
0133697     2           2014/01/02  22:40       -47.399       52.186  
0133697     2           2014/01/02  23:30       -47.407       52.209  
0133697     3           2014/01/03  00:32       -47.442       52.246  
0133697     3           2014/01/03  13:10       -47.568       52.471  
0133697     2           2014/01/03  14:14       -47.605       52.487  
0133697     A           2014/01/03  14:50       -47.617       52.483  
0133697     0           2014/01/03  16:01       -47.643       52.465  
0133697     0           2014/01/03  16:33       -47.674       52.553  
0133697     2           2014/01/03  17:16       -47.667       52.583  
0133697     2           2014/01/03  18:15       -47.674       52.619  
0133697     3           2014/01/03  18:56       -47.676       52.652  
0133697     2           2014/01/03  19:52       -47.681       52.691  
0133697     1           2014/01/03  20:37       -47.682       52.716  
0133697     0           2014/01/05  22:16       -48.243       53.472  
0133697     2           2014/01/05  23:51       -48.268       53.357  
0133697     2           2014/01/06  13:41       -48.287       53.387  
0133697     A           2014/01/06  14:21       -48.294       53.395  
0133697     A           2014/01/06  15:23       -48.299       53.425  
0133697     B           2014/01/06  16:04       -48.299       53.442  
0133697     2           2014/01/06  16:46       -48.307       53.443  
0133697     A           2014/01/06  18:05       -48.299       53.433  
0133697     A           2014/01/08  21:18       -48.706       53.310  
0133697     2           2014/01/08  21:50       -48.709       53.298  
0133697     2           2014/01/08  22:40       -48.714       53.315  
0133697     A           2014/01/08  23:21       -48.691       53.327  
0133697     2           2014/01/09  00:18       -48.700       53.342  
0133697     A           2014/01/09  13:20       -48.636       53.257  
0133697     0           2014/01/09  14:02       -48.614       53.258  
0133697     A           2014/01/09  15:10       -48.596       53.232  
0133697     3           2014/01/09  15:48       -48.595       53.227  
0133697     B           2014/01/09  16:59       -48.585       53.229  
0133697     2           2014/01/09  17:42       -48.563       53.232  
0133697     A           2014/01/09  18:43       -48.571       53.235  
0133697     2           2014/01/09  19:22       -48.564       53.227  
0133697     B           2014/01/09  20:17       -48.561       53.211  
0133697     2           2014/01/11  21:01       -48.793       53.102  
0133697     1           2014/01/11  22:47       -48.803       53.116  
0133697     2           2014/01/12  00:33       -48.783       53.105  
0133697     B           2014/01/12  13:00       -48.701       53.003  
0133697     2           2014/01/12  14:30       -48.519       53.122  
0133697     B           2014/01/12  16:13       -48.515       53.095  
0133697     2           2014/01/12  17:05       -48.518       53.132  
0133697     1           2014/01/12  17:42       -48.517       53.143  
0133697     2           2014/01/12  18:30       -48.509       53.141  
0133697     2           2014/01/12  19:12       -48.501       53.170  
0133697     2           2014/01/12  19:59       -48.500       53.169  
0133697     0           2014/01/12  20:31       -48.501       53.170  
0133697     0           2014/01/14  21:03       -48.604       53.009  
0133697     2           2014/01/14  22:09       -48.595       52.984  
0133697     2           2014/01/14  23:31       -48.584       52.970  
0133697     B           2014/01/15  13:03       -48.483       52.799  
0133697     0           2014/01/15  14:00       -48.459       52.755  
0133697     1           2014/01/15  14:35       -48.436       52.726  
0133697     B           2014/01/15  15:40       -48.418       52.706  
0133697     B           2014/01/15  16:33       -48.405       52.697  
0133697     2           2014/01/15  17:26       -48.390       52.668  
0133697     2           2014/01/15  18:12       -48.382       52.686  
0133697     1           2014/01/17  21:06       -47.514       52.560  
0133697     B           2014/01/17  21:40       -47.489       52.489  
0133697     A           2014/01/17  22:20       -47.499       52.569  
0133697     2           2014/01/17  23:22       -47.469       52.562  
0133697     3           2014/01/17  23:56       -47.465       52.565  
0133697     A           2014/01/18  13:03       -46.934       52.277  
0133697     3           2014/01/18  13:49       -46.917       52.256  
0133697     1           2014/01/18  14:42       -46.893       52.223  
0133697     2           2014/01/18  15:30       -46.867       52.199  
0133697     B           2014/01/18  17:34       -46.824       52.168  
0133697     A           2014/01/18  18:58       -46.762       52.116  
0133697     3           2014/01/18  19:40       -46.731       52.109  
0133697     B           2014/01/18  20:57       -46.689       52.086  
0133697     3           2014/01/29  21:06       -47.928       51.767  
0133697     B           2014/01/29  22:23       -47.936       51.767  
0133697     A           2014/01/30  00:02       -48.026       51.701  
0133697     2           2014/01/30  13:25       -48.425       51.381  
0133697     A           2014/01/30  14:31       -48.486       51.382  
0133697     1           2014/01/30  15:05       -48.483       51.366  
0133697     A           2014/01/30  16:46       -48.546       51.364  
